"projectID";"legalBasis";"title";"uniqueProgrammePart"
"101073761";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099379";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130715";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101144659";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145335";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099355";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190136266";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058224";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101047120";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101047120";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046846";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046846";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190161681";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190184742";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190167125";"HORIZON.3.1.2";"The Accelerator";""
"190167125";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190181809";"HORIZON.3.1.2";"The Accelerator";""
"190181809";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190162545";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190155873";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190144395";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046923";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046923";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099192";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101096317";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190115974";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190172256";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099313";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190169028";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145326";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190145869";"HORIZON.3.1.2";"The Accelerator";""
"190145869";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190156124";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190108094";"HORIZON.3.1.2";"The Accelerator";""
"190108094";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101136924";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145536";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101128598";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046504";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046504";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046719";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046719";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101047160";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101047160";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190178979";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190181312";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190163787";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190174063";"HORIZON.3.1.2";"The Accelerator";""
"190174063";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190110172";"HORIZON.3.1.2";"The Accelerator";""
"190110172";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190153073";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145362";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190133087";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190106489";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190195324";"HORIZON.3.1.2";"The Accelerator";""
"190195324";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190143220";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190118992";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190115658";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190176800";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099381";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101071041";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101057649";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190133662";"HORIZON.3.1.2";"The Accelerator";""
"190133662";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190151860";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099528";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101114987";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190148437";"HORIZON.3.1.2";"The Accelerator";""
"190148437";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190183588";"HORIZON.3.1.2";"The Accelerator";""
"190183588";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058027";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190119724";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101097989";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190148354";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190146991";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190148118";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130639";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190178154";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115264";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190183999";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190119214";"HORIZON.3.1.2";"The Accelerator";""
"190119214";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101129645";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101112779";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115492";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099491";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190126849";"HORIZON.3.1.2";"The Accelerator";""
"190126849";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101104445";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101104445";"HORIZON.3.1.3";"Additional EIC activities";""
"190119321";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190191933";"HORIZON.3.1.2";"The Accelerator";""
"190191933";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101098490";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190124297";"HORIZON.3.1.2";"The Accelerator";""
"190124297";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130308";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190160766";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101162771";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145256";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190184468";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101158803";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101098475";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130178";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101047099";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101047099";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190185443";"HORIZON.3.1.2";"The Accelerator";""
"190185443";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190183722";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190129138";"HORIZON.3.1.2";"The Accelerator";""
"190129138";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190190885";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190151578";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101070950";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130954";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190163802";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190138948";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190154354";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101159068";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190175375";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130241";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101098934";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190119289";"HORIZON.3.1.2";"The Accelerator";""
"190119289";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101113193";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145231";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115575";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190123060";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058035";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101137000";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099867";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101124675";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190170931";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130304";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101057769";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190121670";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190113917";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058284";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115601";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101071054";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099481";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046475";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046475";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101129931";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115215";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099753";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190138361";"HORIZON.3.1.2";"The Accelerator";""
"190138361";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099125";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190126119";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115337";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190197288";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101158577";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190176001";"HORIZON.3.1.2";"The Accelerator";""
"190176001";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115028";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046620";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046620";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190149120";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101165845";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101129663";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190167448";"HORIZON.3.1.2";"The Accelerator";""
"190167448";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190195702";"HORIZON.3.1.2";"The Accelerator";""
"190195702";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099608";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101113088";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101113140";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190134697";"HORIZON.3.1.2";"The Accelerator";""
"190134697";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190187847";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190172852";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101098989";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058166";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145140";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190133766";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101136680";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101136762";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101071111";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190166506";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190127219";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046968";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046968";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190138713";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099000";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190101116";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101159364";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190124455";"HORIZON.3.1.2";"The Accelerator";""
"190124455";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190141418";"HORIZON.3.1.2";"The Accelerator";""
"190141418";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046748";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046748";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145544";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058000";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190196128";"HORIZON.3.1.2";"The Accelerator";""
"190196128";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101113173";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101136703";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101144681";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101057564";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190132011";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101113180";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099834";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145011";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190134039";"HORIZON.3.1.2";"The Accelerator";""
"190134039";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101144903";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145244";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115118";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190162340";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190173163";"HORIZON.3.1.2";"The Accelerator";""
"190173163";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190154762";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190143500";"HORIZON.3.1.2";"The Accelerator";""
"190143500";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190138640";"HORIZON.3.1.2";"The Accelerator";""
"190138640";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190122502";"HORIZON.3.1.2";"The Accelerator";""
"190122502";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190132953";"HORIZON.3.1.2";"The Accelerator";""
"190132953";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115456";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046298";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046298";"HORIZON.3.1.3";"Additional EIC activities";""
"101069981";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190190785";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190161361";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130633";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115292";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046878";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046878";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190159682";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058075";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190198093";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190146453";"HORIZON.3.1.2";"The Accelerator";""
"190146453";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190122948";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115307";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190141200";"HORIZON.3.1.2";"The Accelerator";""
"190141200";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190109977";"HORIZON.3.1.2";"The Accelerator";""
"190109977";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190170276";"HORIZON.3.1.2";"The Accelerator";""
"190170276";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101070721";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058111";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101105161";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130161";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101136411";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190126641";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101159437";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101129812";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115442";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101131069";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190184696";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101144749";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046217";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046217";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190188876";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190194936";"HORIZON.3.1.2";"The Accelerator";""
"190194936";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099054";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190177099";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190123526";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190155287";"HORIZON.3.1.2";"The Accelerator";""
"190155287";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190138275";"HORIZON.3.1.2";"The Accelerator";""
"190138275";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145196";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099210";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190100321";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190165136";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190195939";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099596";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190117429";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190115848";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101144456";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101158710";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190188714";"HORIZON.3.1.2";"The Accelerator";""
"190188714";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101129641";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058039";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101129613";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145463";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101098647";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101158920";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101098900";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190155678";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101129842";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190102649";"HORIZON.3.1.2";"The Accelerator";""
"190102649";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190106381";"HORIZON.3.1.2";"The Accelerator";""
"190106381";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099232";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101071140";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101136414";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101115182";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190123213";"HORIZON.3.1.2";"The Accelerator";""
"190123213";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190144130";"HORIZON.3.1.2";"The Accelerator";""
"190144130";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099430";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101112991";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190154650";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130740";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190121563";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190190195";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190134447";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101144958";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101156395";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190170592";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099476";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190106553";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190195250";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190123865";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101158879";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190103838";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190166658";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190183888";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130747";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190185259";"HORIZON.3.1.2";"The Accelerator";""
"190185259";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046911";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046911";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190167799";"HORIZON.3.1.2";"The Accelerator";""
"190167799";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101057332";"HORIZON.2.1";"Health";"true"
"101057332";"HORIZON.2.1.6";"Health Care Systems";""
"101081642";"HORIZON.2.6.4";"Seas, Oceans and Inland Waters";""
"101081642";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"190163567";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190131793";"HORIZON.3.1.2";"The Accelerator";""
"190131793";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190115232";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101098597";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190189473";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101071008";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190160729";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190129575";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190168073";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145303";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190151856";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190118958";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190157289";"HORIZON.3.1.2";"The Accelerator";""
"190157289";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190175074";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190124491";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101129622";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099063";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130523";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190178748";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190109071";"HORIZON.3.1.2";"The Accelerator";""
"190109071";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130395";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190195672";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101145548";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101130604";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190185351";"HORIZON.3.1.2";"The Accelerator";""
"190185351";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099717";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190136759";"HORIZON.3.1.2";"The Accelerator";""
"190136759";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190166095";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190130710";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099916";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190168043";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190140124";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190133715";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101159049";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190156971";"HORIZON.3.1.2";"The Accelerator";""
"190156971";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190180588";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101159096";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190117839";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099787";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046928";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046928";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190143516";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190101904";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190157957";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190152266";"HORIZON.3.1.2";"The Accelerator";""
"190152266";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101058229";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190198819";"HORIZON.3.1.2";"The Accelerator";""
"190198819";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101070953";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190196379";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101113004";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190109269";"HORIZON.3.1.2";"The Accelerator";""
"190109269";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101158959";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190102812";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101159322";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190118690";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101114582";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101071179";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099775";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190158311";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190152213";"HORIZON.3.1.2";"The Accelerator";""
"190152213";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101099310";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190174464";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"190142218";"HORIZON.3.1.2";"The Accelerator";""
"190142218";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046835";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046835";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
